program,remote_per_byte,migration_per_byte,prefetch_per_byte,explicit_copy_per_byte,system_alloc_per_byte,managed_alloc_per_byte,device_alloc_per_byte,fixed_action_overhead_bytes,planner_overhead_fraction,candidate_plan,selector_plan,plans_identical,candidate_action_cost,selector_action_cost,candidate_decision_cost,selector_decision_cost,candidate_full_cost,selector_full_cost,costs_identical,candidate_only_residual,strict_positive_residual
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2319312.1059908248,2319312.1059908248,11470.505000000001,11470.505000000001,2330782.6109908246,2330782.6109908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,1147.0505,1147.0505,2355855.4164908244,2355855.4164908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,11470.505000000001,11470.505000000001,2366178.8709908244,2366178.8709908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,1147.0505,1147.0505,2355855.4164908244,2355855.4164908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.002,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,11470.505000000001,11470.505000000001,2366178.8709908244,2366178.8709908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,1147.0505,1147.0505,2324653.4604908247,2324653.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,11470.505000000001,11470.505000000001,2334976.9149908246,2334976.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,1147.0505,1147.0505,2324653.4604908247,2324653.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,11470.505000000001,11470.505000000001,2334976.9149908246,2334976.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2358902.6699908245,2358902.6699908245,1147.0505,1147.0505,2360049.7204908244,2360049.7204908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2358902.6699908245,2358902.6699908245,11470.505000000001,11470.505000000001,2370373.1749908244,2370373.1749908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2358902.6699908245,2358902.6699908245,1147.0505,1147.0505,2360049.7204908244,2360049.7204908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.0,0.01,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2358902.6699908245,2358902.6699908245,11470.505000000001,11470.505000000001,2370373.1749908244,2370373.1749908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2319312.1059908248,2319312.1059908248,1147.0505,1147.0505,2320459.1564908247,2320459.1564908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2319312.1059908248,2319312.1059908248,11470.505000000001,11470.505000000001,2330782.6109908246,2330782.6109908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2319312.1059908248,2319312.1059908248,1147.0505,1147.0505,2320459.1564908247,2320459.1564908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.01,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2319312.1059908248,2319312.1059908248,11470.505000000001,11470.505000000001,2330782.6109908246,2330782.6109908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,1147.0505,1147.0505,2355855.4164908244,2355855.4164908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,11470.505000000001,11470.505000000001,2366178.8709908244,2366178.8709908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,1147.0505,1147.0505,1911783.4804908247,1911783.4804908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1910636.4299908248,1910636.4299908248,11470.505000000001,11470.505000000001,1922106.9349908247,1922106.9349908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.03,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,1147.0505,1147.0505,2355855.4164908244,2355855.4164908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.002,0.03,0.03,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2354708.3659908245,2354708.3659908245,11470.505000000001,11470.505000000001,2366178.8709908244,2366178.8709908244,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.01,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.01,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.01,65536.0,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,1147.0505,1147.0505,2324653.4604908247,2324653.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.01,65536.0,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B0_SYSTEM,True,2323506.4099908248,2323506.4099908248,11470.505000000001,11470.505000000001,2334976.9149908246,2334976.9149908246,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.03,6553.6,0.0005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,1147.0505,1147.0505,1865901.4604908247,1865901.4604908247,True,0.0,False
ALTIS_BFS_65536,0.8,1.0,0.7,1.2,0.01,0.01,0.03,6553.6,0.005,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,continuation_flag:B1_UVM_DEMAND;frontier_visited_cost:B2_UVM_PREFETCH;graph_edges_immutable:B2_UVM_PREFETCH;graph_nodes_immutable:B2_UVM_PREFETCH,True,1864754.4099908248,1864754.4099908248,11470.505000000001,11470.505000000001,1876224.9149908246,1876224.9149908246,True,0.0,False
